"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"2692","Wisconsin","FL",14,126,0.111111111111111,2,2017,2012
"2693","Alabama","TX",13,126,0.103174603174603,4,2017,2012
"2694","Arkansas","LA",13,115,0.11304347826087,4,2017,2012
"2695","Army","FL",13,205,0.0634146341463415,5,2017,2012
"2696","Ball State","IL",13,109,0.119266055045872,2,2017,2012
"2697","Ball State","OH",13,109,0.119266055045872,3,2017,2012
"2698","East Carolina","FL",13,97,0.134020618556701,2,2017,2012
"2699","Illinois State","IL",13,31,0.419354838709677,1,2017,2012
"2700","Louisiana","MS",13,87,0.149425287356322,2,2017,2012
"2701","Louisiana","TX",13,87,0.149425287356322,3,2017,2012
"2702","Louisville","AL",13,96,0.135416666666667,3,2017,2012
"2703","Maryland","FL",13,105,0.123809523809524,2,2017,2012
"2704","Michigan State","IL",13,111,0.117117117117117,3,2017,2012
"2705","Middle Tennessee","FL",13,84,0.154761904761905,3,2017,2012
"2706","Minnesota","IL",13,123,0.105691056910569,2,2017,2012
"2707","Missouri","TX",13,106,0.122641509433962,2,2017,2012
"2708","Nebraska","FL",13,109,0.119266055045872,2,2017,2012
"2709","North Carolina","FL",13,105,0.123809523809524,3,2017,2012
"2710","Northern Illinois","FL",13,124,0.104838709677419,3,2017,2012
"2711","Ohio","FL",13,107,0.121495327102804,2,2017,2012
"2712","Ohio State","FL",13,120,0.108333333333333,2,2017,2012
"2713","Old Dominion","NC",13,108,0.12037037037037,2,2017,2012
"2714","Ole Miss","TX",13,107,0.121495327102804,3,2017,2012
"2715","Pittsburgh","FL",13,111,0.117117117117117,3,2017,2012
"2716","Portland State","OR",13,25,0.52,1,2017,2012
"2717","Rutgers","PA",13,112,0.116071428571429,3,2017,2012
"2718","Tulane","FL",13,106,0.122641509433962,2,2017,2012
"2719","Utah","TX",13,98,0.13265306122449,3,2017,2012
"2720","Villanova","PA",13,30,0.433333333333333,1,2017,2012
"2721","Wyoming","IL",13,100,0.13,3,2017,2012
"2722","Air Force","FL",12,184,0.0652173913043478,5,2017,2012
"2723","Ball State","GA",12,109,0.110091743119266,4,2017,2012
"2724","Boston College","FL",12,110,0.109090909090909,3,2017,2012
"2725","Buffalo","NY",12,85,0.141176470588235,2,2017,2012
"2726","Buffalo","OH",12,85,0.141176470588235,3,2017,2012
"2727","Charlotte","SC",12,83,0.144578313253012,2,2017,2012
"2728","Connecticut","FL",12,105,0.114285714285714,3,2017,2012
"2729","Connecticut","PA",12,105,0.114285714285714,4,2017,2012
"2730","East Carolina","SC",12,97,0.123711340206186,3,2017,2012
"2731","Florida","GA",12,122,0.0983606557377049,2,2017,2012
"2732","Furman","GA",12,31,0.387096774193548,1,2017,2012
"2733","Memphis","AL",12,115,0.104347826086957,4,2017,2012
"2734","Navy","NC",12,179,0.0670391061452514,5,2017,2012
"2735","Nevada","TX",12,92,0.130434782608696,2,2017,2012
"2736","Old Dominion","MD",12,108,0.111111111111111,3,2017,2012
"2737","Ole Miss","TN",12,107,0.11214953271028,4,2017,2012
"2738","Oregon","OR",12,101,0.118811881188119,2,2017,2012
"2739","Oregon State","TX",12,102,0.117647058823529,2,2017,2012
"2740","Penn State","VA",12,108,0.111111111111111,4,2017,2012
"2741","Tennessee State","FL",12,27,0.444444444444444,1,2017,2012
"2742","UMass","MA",12,97,0.123711340206186,3,2017,2012
"2743","Weber State","UT",12,21,0.571428571428571,1,2017,2012
"2744","Ball State","MI",11,109,0.100917431192661,5,2017,2012
"2745","Boise State","ID",11,101,0.108910891089109,3,2017,2012
"2746","Boston College","CT",11,110,0.1,4,2017,2012
"2747","Bowling Green","MI",11,100,0.11,3,2017,2012
"2748","Charlotte","FL",11,83,0.132530120481928,3,2017,2012
"2749","Colorado State","TX",11,91,0.120879120879121,3,2017,2012
"2750","Delaware","PA",11,31,0.354838709677419,1,2017,2012
"2751","Eastern Michigan","FL",11,98,0.112244897959184,4,2017,2012
"2752","Idaho","ID",11,76,0.144736842105263,3,2017,2012
"2753","Illinois","OH",11,104,0.105769230769231,3,2017,2012
"2754","Kansas State","MO",11,89,0.123595505617978,3,2017,2012
"2755","Maryland","DC",11,105,0.104761904761905,3,2017,2012
"2756","Miami (OH)","GA",11,118,0.0932203389830508,4,2017,2012
"2757","Miami (OH)","MI",11,118,0.0932203389830508,5,2017,2012
"2758","Michigan","NJ",11,121,0.0909090909090909,4,2017,2012
"2759","Missouri","FL",11,106,0.10377358490566,3,2017,2012
"2760","Missouri","GA",11,106,0.10377358490566,4,2017,2012
"2761","Nebraska","CA",11,109,0.100917431192661,3,2017,2012
"2762","Nebraska","TX",11,109,0.100917431192661,4,2017,2012
"2763","Oregon State","HI",11,102,0.107843137254902,3,2017,2012
"2764","Prairie View","TX",11,11,1,1,2017,2012
"2765","South Dakota State","NE",11,31,0.354838709677419,1,2017,2012
"2766","Temple","FL",11,111,0.0990990990990991,3,2017,2012
"2767","Tulane","GA",11,106,0.10377358490566,3,2017,2012
"2768","UAB","FL",11,64,0.171875,2,2017,2012
"2769","UCLA","TX",11,110,0.1,2,2017,2012
"2770","UNLV","TX",11,74,0.148648648648649,3,2017,2012
"2771","Vanderbilt","AL",11,107,0.102803738317757,3,2017,2012
"2772","Vanderbilt","FL",11,107,0.102803738317757,4,2017,2012
"2773","Virginia","GA",11,106,0.10377358490566,2,2017,2012
"2774","Virginia","PA",11,106,0.10377358490566,3,2017,2012
"2775","Virginia Tech","NC",11,112,0.0982142857142857,3,2017,2012
"2776","Western Michigan","IN",11,121,0.0909090909090909,3,2017,2012
"2777","Boston College","NY",10,110,0.0909090909090909,5,2017,2012
"2778","Buffalo","MI",10,85,0.117647058823529,4,2017,2012
"2779","Cal Poly","CA",10,10,1,1,2017,2012
"2780","Cincinnati","GA",10,93,0.10752688172043,3,2017,2012
"2781","Idaho","FL",10,76,0.131578947368421,4,2017,2012
"2782","Iowa","TX",10,109,0.0917431192660551,3,2017,2012
"2783","Kent State","GA",10,102,0.0980392156862745,3,2017,2012
"2784","Mercer","TN",10,37,0.27027027027027,2,2017,2012
"2785","Miami","NJ",10,101,0.099009900990099,2,2017,2012
"2786","Michigan State","FL",10,111,0.0900900900900901,4,2017,2012
"2787","Minnesota","TX",10,123,0.0813008130081301,3,2017,2012
"2788","New Mexico","NM",10,71,0.140845070422535,3,2017,2012
"2789","North Carolina","VA",10,105,0.0952380952380952,4,2017,2012
"2790","Northern Arizona","CA",10,42,0.238095238095238,2,2017,2012
"2791","Notre Dame","CA",10,115,0.0869565217391304,2,2017,2012
"2792","Notre Dame","IL",10,115,0.0869565217391304,3,2017,2012
"2793","Notre Dame","OH",10,115,0.0869565217391304,4,2017,2012
"2794","Oregon State","OR",10,102,0.0980392156862745,4,2017,2012
"2795","Purdue","OH",10,106,0.0943396226415094,4,2017,2012
"2796","Stanford","TX",10,96,0.104166666666667,2,2017,2012
"2797","Tennessee State","TN",10,27,0.37037037037037,2,2017,2012
"2798","Toledo","PA",10,114,0.087719298245614,3,2017,2012
"2799","Wake Forest","VA",10,121,0.0826446280991736,4,2017,2012
"2800","Alabama","GA",9,126,0.0714285714285714,5,2017,2012
"2801","BYU","TX",9,104,0.0865384615384615,3,2017,2012
"2802","California","TX",9,92,0.0978260869565217,2,2017,2012
"2803","Coastal Carolina","FL",9,54,0.166666666666667,2,2017,2012
"2804","Coastal Carolina","GA",9,54,0.166666666666667,3,2017,2012
"2805","Connecticut","MA",9,105,0.0857142857142857,5,2017,2012
"2806","East Tennessee State","TN",9,12,0.75,1,2017,2012
"2807","Florida State","GA",9,114,0.0789473684210526,2,2017,2012
"2808","Indiana State","IN",9,18,0.5,1,2017,2012
"2809","Kansas State","GA",9,89,0.101123595505618,4,2017,2012
"2810","Marshall","OH",9,105,0.0857142857142857,3,2017,2012
"2811","McNeese","LA",9,15,0.6,1,2017,2012
"2812","Memphis","LA",9,115,0.0782608695652174,5,2017,2012
"2813","Minnesota","MI",9,123,0.0731707317073171,4,2017,2012
"2814","Nebraska","LA",9,109,0.0825688073394495,5,2017,2012
"2815","Notre Dame","TX",9,115,0.0782608695652174,5,2017,2012
"2816","Ohio State","TX",9,120,0.075,3,2017,2012
"2817","Old Dominion","NJ",9,108,0.0833333333333333,4,2017,2012
"2818","Oregon","FL",9,101,0.0891089108910891,3,2017,2012
"2819","Oregon State","FL",9,102,0.0882352941176471,5,2017,2012
"2820","Purdue","TX",9,106,0.0849056603773585,5,2017,2012
"2821","Sacramento State","CA",9,9,1,1,2017,2012
"2822","Savannah State","GA",9,11,0.818181818181818,1,2017,2012
"2823","South Carolina State","SC",9,19,0.473684210526316,1,2017,2012
"2824","Southern Illinois","FL",9,26,0.346153846153846,1,2017,2012
"2825","Stanford","UT",9,96,0.09375,3,2017,2012
"2826","Stony Brook","NY",9,15,0.6,1,2017,2012
"2827","Syracuse","PA",9,108,0.0833333333333333,3,2017,2012
"2828","Tennessee","NC",9,130,0.0692307692307692,4,2017,2012
"2829","Texas Southern","TX",9,11,0.818181818181818,1,2017,2012
"2830","The Citadel","GA",9,22,0.409090909090909,1,2017,2012
"2831","UMass","PA",9,97,0.0927835051546392,4,2017,2012
"2832","Utah State","FL",9,83,0.108433734939759,3,2017,2012
"2833","Vanderbilt","CA",9,107,0.0841121495327103,5,2017,2012
"2834","Washington State","FL",9,121,0.0743801652892562,3,2017,2012
"2835","West Virginia","MD",9,87,0.103448275862069,4,2017,2012
"2836","West Virginia","WV",9,87,0.103448275862069,5,2017,2012
"2837","Western Carolina","NC",9,23,0.391304347826087,1,2017,2012
"2838","Wisconsin","IL",9,126,0.0714285714285714,3,2017,2012
"2839","Charleston Southern","SC",8,19,0.421052631578947,1,2017,2012
"2840","Eastern Kentucky","KY",8,24,0.333333333333333,1,2017,2012
"2841","Eastern Washington","CA",8,31,0.258064516129032,2,2017,2012
"2842","Florida State","VA",8,114,0.0701754385964912,3,2017,2012
"2843","Iowa","MI",8,109,0.073394495412844,4,2017,2012
"2844","Kennesaw State","AL",8,37,0.216216216216216,2,2017,2012
"2845","Kent State","MI",8,102,0.0784313725490196,4,2017,2012
"2846","Louisville","KY",8,96,0.0833333333333333,4,2017,2012
"2847","Minnesota","GA",8,123,0.0650406504065041,5,2017,2012
"2848","Mississippi State","FL",8,100,0.08,3,2017,2012
"2849","Montana State","CA",8,21,0.380952380952381,1,2017,2012
"2850","Nevada","NV",8,92,0.0869565217391304,3,2017,2012
"2851","New Mexico State","NM",8,87,0.0919540229885057,3,2017,2012
"2852","North Dakota State","WI",8,58,0.137931034482759,2,2017,2012
"2853","Northern Iowa","MN",8,26,0.307692307692308,1,2017,2012
"2854","Old Dominion","GA",8,108,0.0740740740740741,5,2017,2012
"2855","Pittsburgh","NJ",8,111,0.0720720720720721,4,2017,2012
"2856","South Dakota","MN",8,27,0.296296296296296,1,2017,2012
"2857","South Dakota State","MN",8,31,0.258064516129032,2,2017,2012
"2858","Southern Utah","UT",8,16,0.5,1,2017,2012
"2859","Toledo","MI",8,114,0.0701754385964912,4,2017,2012
"2860","Virginia","FL",8,106,0.0754716981132075,4,2017,2012
"2861","Virginia Tech","GA",8,112,0.0714285714285714,4,2017,2012
"2862","Wake Forest","SC",8,121,0.0661157024793388,5,2017,2012
"2863","Washington State","AS",8,121,0.0661157024793388,4,2017,2012
"2864","William & Mary","VA",8,16,0.5,1,2017,2012
"2865","Wisconsin","OH",8,126,0.0634920634920635,4,2017,2012
"2866","Youngstown State","FL",8,17,0.470588235294118,1,2017,2012
"2867","Arizona","LA",7,119,0.0588235294117647,3,2017,2012
"2868","Austin Peay","KY",7,68,0.102941176470588,2,2017,2012
"2869","Buffalo","GA",7,85,0.0823529411764706,5,2017,2012
"2870","Chattanooga","GA",7,36,0.194444444444444,2,2017,2012
"2871","Cincinnati","VA",7,93,0.0752688172043011,4,2017,2012
"2872","Colorado State","GA",7,91,0.0769230769230769,4,2017,2012
"2873","Duke","CA",7,104,0.0673076923076923,4,2017,2012
"2874","Duke","VA",7,104,0.0673076923076923,5,2017,2012
"2875","Grand Valley State","OH",7,36,0.194444444444444,2,2017,2012
"2876","Houston Baptist","TX",7,8,0.875,1,2017,2012
"2877","Idaho State","WA",7,11,0.636363636363636,1,2017,2012
"2878","Illinois","TX",7,104,0.0673076923076923,4,2017,2012
"2879","Iowa","OH",7,109,0.0642201834862385,5,2017,2012
"2880","Lehigh","FL",7,17,0.411764705882353,1,2017,2012
"2881","Louisville","OH",7,96,0.0729166666666667,5,2017,2012
"2882","Maryland","GA",7,105,0.0666666666666667,4,2017,2012
"2883","Maryland","VA",7,105,0.0666666666666667,5,2017,2012
"2884","Missouri","IL",7,106,0.0660377358490566,5,2017,2012
"2885","Nicholls","LA",7,8,0.875,1,2017,2012
"2886","Northern Illinois","MO",7,124,0.0564516129032258,4,2017,2012
"2887","Portland State","CA",7,25,0.28,2,2017,2012
"2888","Richmond","VA",7,24,0.291666666666667,1,2017,2012
"2889","Samford","FL",7,36,0.194444444444444,2,2017,2012
"2890","Samford","GA",7,36,0.194444444444444,3,2017,2012
"2891","Southeastern Louisiana","LA",7,9,0.777777777777778,1,2017,2012
"2892","Syracuse","GA",7,108,0.0648148148148148,4,2017,2012
"2893","Syracuse","NJ",7,108,0.0648148148148148,5,2017,2012
"2894","Towson","MD",7,19,0.368421052631579,1,2017,2012
"2895","USC","FL",7,110,0.0636363636363636,2,2017,2012
"2896","Virginia","MD",7,106,0.0660377358490566,5,2017,2012
"2897","Wyoming","OK",7,100,0.07,4,2017,2012
"2898","Wyoming","WY",7,100,0.07,5,2017,2012
"2899","Yale","TX",7,50,0.14,1,2017,2012
"2900","Alcorn State","FL",6,13,0.461538461538462,1,2017,2012
"2901","Arkansas State","GA",6,81,0.0740740740740741,4,2017,2012
"2902","Central Arkansas","AR",6,14,0.428571428571429,1,2017,2012
"2903","Charleston Southern","FL",6,19,0.315789473684211,2,2017,2012
